Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description
BAF68731.1,209.2845354,-0.519838075,0.225654119,-2.303694151,0.021239818,1.06E-01,AP009351.1,2705648,2706646,-,NWMN_2459,NWMN_2459,D-isomer specific 2-hydroxyacid dehydrogenase family protein
BAF68732.1,350.13504,-0.674874454,0.233461628,-2.890729667,0.003843486,3.05E-02,AP009351.1,2706669,2707823,-,NWMN_2460,NWMN_2460,aminotransferase%2C class I
BAF68733.1,178.4912315,0.327751477,0.282771742,1.159067292,0.246428757,4.73E-01,AP009351.1,2708250,2709758,-,crtN,NWMN_2461,squalene synthase
BAF68734.1,33.8158683,0.034030844,0.522743016,0.065100523,0.948093964,9.71E-01,AP009351.1,2709770,2710633,-,crtM,NWMN_2462,squalene desaturase
BAF68735.1,46.92729424,-0.336177229,0.48718508,-0.690040076,0.490168985,6.96E-01,AP009351.1,2710670,2711797,-,NWMN_2463,NWMN_2463,glycosyl transferase%2C group 2 family protein
BAF68736.1,44.30579684,-0.887656477,0.425341596,-2.086926096,0.036894816,1.54E-01,AP009351.1,2711803,2713296,-,crtI,NWMN_2464,phytoene dehydrogenase
BAF68737.1,13.75168006,-2.375641883,0.598578278,-3.968807374,7.22E-05,1.10E-03,AP009351.1,2713289,2713786,-,NWMN_2465,NWMN_2465,conserved hypothetical protein
BAF68738.1,243.2401149,1.251033661,0.224559226,5.571063295,2.53E-08,8.74E-07,AP009351.1,2713952,2714719,-,oatA,NWMN_2466,secretory antigen precursor SsaA homolog
BAF68739.1,1996.245186,-0.162668091,0.265728531,-0.612158922,0.540432616,7.32E-01,AP009351.1,2715080,2716891,-,NWMN_2467,NWMN_2467,O-acetyltransferase OatA
BAF68740.1,41.19364664,-0.364899205,0.404945297,-0.901107403,0.367531217,5.96E-01,AP009351.1,2717403,2717891,-,NWMN_2468,NWMN_2468,acetyltransferase%2C GNAT family protein
BAF68741.1,11319.86049,0.771154935,0.35389327,2.179060755,0.029327155,1.31E-01,AP009351.1,2718167,2718868,-,NWMN_2469,NWMN_2469,immunodominant antigen A
BAF68742.1,321.2930434,-0.091480267,0.409839191,-0.22321015,0.823371953,9.05E-01,AP009351.1,2719476,2720531,-,NWMN_2470,NWMN_2470,conserved hypothetical protein
BAF68743.1,115.906506,0.19675837,0.262683036,0.749033407,0.45383707,6.66E-01,AP009351.1,2720923,2721510,+,NWMN_2471,NWMN_2471,TetR family regulatory protein
BAF68744.1,329.6524809,-0.852479489,0.582058039,-1.464595335,0.143031356,3.53E-01,AP009351.1,2721852,2722208,+,NWMN_2472,NWMN_2472,conserved hypothetical protein
BAF68745.1,331.9954096,-1.932455465,0.502586115,-3.845023583,0.000120541,1.67E-03,AP009351.1,2722428,2722658,+,NWMN_2473,NWMN_2473,conserved hypothetical protein
BAF68746.1,104.2753317,-0.288851142,0.240951413,-1.198794138,0.230608002,4.56E-01,AP009351.1,2722808,2723185,-,NWMN_2474,NWMN_2474,glyoxalase family protein
BAF68747.1,160.9487004,-0.482278413,0.388325795,-1.241942769,0.214257679,4.39E-01,AP009351.1,2723202,2724023,-,NWMN_2475,NWMN_2475,conserved hypothetical protein
BAF68748.1,39.1754554,-0.798355423,0.460020071,-1.735479542,0.082655902,2.53E-01,AP009351.1,2724043,2724342,-,NWMN_2476,NWMN_2476,conserved hypothetical protein
BAF68749.1,39.93340928,-0.33054429,0.378894714,-0.872390871,0.382995179,6.08E-01,AP009351.1,2724473,2725030,+,NWMN_2477,NWMN_2477,transcriptional regulator TetR family protein
BAF68750.1,73.66610153,-0.438404873,0.408227429,-1.073923117,0.282857141,5.13E-01,AP009351.1,2725023,2725727,+,NWMN_2478,NWMN_2478,oxidoreductase
BAF68751.1,430.7840543,-0.250456506,0.364070081,-0.687934877,0.491493792,6.97E-01,AP009351.1,2725825,2726835,+,NWMN_2479,NWMN_2479,amidohydrolase family protein
BAF68752.1,909.0834156,0.311973151,0.20639341,1.511546086,0.130649376,3.34E-01,AP009351.1,2726855,2727685,+,NWMN_2480,NWMN_2480,hydrolase
BAF68753.1,148.9689385,0.014859731,0.220570129,0.067369642,0.946287436,9.70E-01,AP009351.1,2727832,2728722,-,NWMN_2481,NWMN_2481,cobalamin synthesis protein
BAF68754.1,81.21689645,0.068799449,0.2740708,0.251028014,0.801792451,8.93E-01,AP009351.1,2728820,2730160,-,NWMN_2482,NWMN_2482,conserved hypothetical protein
BAF68755.1,50.84453119,-0.418193147,0.382747778,-1.092607641,0.274566106,5.04E-01,AP009351.1,2730154,2731260,-,NWMN_2483,NWMN_2483,flavin-containing monooxygenase FMO
BAF68756.1,13.27129238,-0.018804882,0.456369086,-0.041205425,0.967132129,9.83E-01,AP009351.1,2731594,2731890,-,NWMN_2484,NWMN_2484,conserved hypothetical protein
BAF68757.1,14.18745687,0.332191861,0.48845347,0.68008906,0.496448071,7.01E-01,AP009351.1,2731878,2732246,-,NWMN_2485,NWMN_2485,conserved hypothetical protein
BAF68758.1,10.82961721,-0.730883832,0.54907547,-1.331117254,0.183150433,4.05E-01,AP009351.1,2732261,2732539,-,NWMN_2486,NWMN_2486,conserved hypothetical protein
BAF68759.1,624.0708751,-0.038507977,0.392286259,-0.098162952,0.9218029,9.58E-01,AP009351.1,2732881,2733747,-,NWMN_2487,NWMN_2487,fructosamine kinase family protein
BAF68760.1,849.7000225,-1.026810957,0.412395215,-2.489871169,0.012778941,7.34E-02,AP009351.1,2733965,2735029,+,pyrD,NWMN_2488,dihydroorotate dehydrogenase
BAF68761.1,569.1701394,-0.621074984,0.200618142,-3.095806688,0.001962783,1.81E-02,AP009351.1,2735184,2735459,+,NWMN_2489,NWMN_2489,conserved hypothetical protein
BAF68762.1,491.1012843,-0.033452055,0.29673227,-0.112734808,0.910240804,9.51E-01,AP009351.1,2735645,2736367,-,NWMN_2490,NWMN_2490,conserved hypothetical protein
BAF68763.1,687.3016548,0.803018397,0.396434452,2.025601946,0.042805592,1.70E-01,AP009351.1,2736721,2737170,+,NWMN_2491,NWMN_2491,conserved hypothetical protein
BAF68764.1,105.3612846,0.040019984,0.232680741,0.171995257,0.863441257,9.30E-01,AP009351.1,2737251,2737838,-,NWMN_2492,NWMN_2492,transcriptional regulator TetR family protein
BAF68765.1,177.779169,-0.789346547,0.34391129,-2.295203935,0.02172144,1.08E-01,AP009351.1,2737971,2739653,+,NWMN_2493,NWMN_2493,hydrolase CocE%2FNonD family protein
BAF68766.1,402.8615678,-0.644311225,0.23732205,-2.714923554,0.006629107,4.56E-02,AP009351.1,2739782,2740165,-,panD,NWMN_2494,aspartate 1-decarboxylase precursor
BAF68767.1,628.6280646,-0.932687871,0.369564955,-2.523745446,0.011611197,6.86E-02,AP009351.1,2740167,2741018,-,panC,NWMN_2495,pantoate-beta-alanine ligase
BAF68768.1,523.9772383,-0.904607392,0.411720425,-2.197139944,0.028010453,1.27E-01,AP009351.1,2741011,2741829,-,panB,NWMN_2496,3-methyl-2-oxobutanoate hydroxymethyltransferase
BAF68769.1,744.1560517,0.3712197,0.338582357,1.096394103,0.272906343,5.02E-01,AP009351.1,2741902,2742762,+,panE,NWMN_2497,2-dehydropantoate 2-reductase
BAF68770.1,594.3892379,0.0653333,0.267140876,0.244564969,0.806793291,8.96E-01,AP009351.1,2742848,2743552,-,aldB,NWMN_2498,alpha-acetolactate decarboxylase
BAF68771.1,1938.793124,-0.901024825,0.302938604,-2.974281957,0.002936751,2.48E-02,AP009351.1,2743830,2744789,-,ldh,NWMN_2499,L-lactate dehydrogenase 2
BAF68772.1,1305.958096,0.378458074,0.429876359,0.880388201,0.378649046,6.04E-01,AP009351.1,2745477,2746925,+,NWMN_2500,NWMN_2500,amino acid permease family protein
BAF68773.1,120.6025424,-1.272886651,0.355642941,-3.579114066,0.000344761,4.09E-03,AP009351.1,2747006,2748379,-,NWMN_2501,NWMN_2501,4-aminobutyrate aminotransferase
BAF68774.1,28.43790519,-1.04085956,0.468500073,-2.221684948,0.026304604,1.23E-01,AP009351.1,2748601,2749017,+,NWMN_2502,NWMN_2502,conserved hypothetical protein
BAF68775.1,8163.65978,-0.566318207,0.162971696,-3.474948237,0.000510952,5.70E-03,AP009351.1,2749140,2750030,+,NWMN_2503,NWMN_2503,fructose-bisphosphate aldolase class-I
BAF68776.1,12099.23095,-0.915008978,0.305943272,-2.990779867,0.00278266,2.37E-02,AP009351.1,2750223,2751719,-,NWMN_2504,NWMN_2504,malate:quinone oxidoreductase 2
BAF68777.1,280.2354041,0.776200832,0.404423621,1.919276696,0.054949326,1.98E-01,AP009351.1,2752015,2752344,+,NWMN_2505,NWMN_2505,conserved hypothetical protein
BAF68778.1,3451.814278,-0.621470916,0.229786778,-2.704554721,0.0068396,4.63E-02,AP009351.1,2752404,2754023,-,NWMN_2506,NWMN_2506,conserved hypothetical protein
BAF68779.1,268.308031,-0.753840913,0.237902634,-3.168695116,0.001531249,1.48E-02,AP009351.1,2754196,2754639,-,NWMN_2507,NWMN_2507,conserved hypothetical protein
BAF68780.1,231.3153639,0.547714758,0.385477434,1.420873727,0.155353472,3.69E-01,AP009351.1,2754920,2755132,-,NWMN_2508,NWMN_2508,conserved hypothetical protein
BAF68781.1,177.8791874,1.716066227,0.216216537,7.936794528,2.07E-15,1.90E-13,AP009351.1,2755410,2757119,-,NWMN_2509,NWMN_2509,choline dehydrogenase
BAF68782.1,170.0767316,2.631051451,0.28802919,9.134669474,6.56E-20,8.20E-18,AP009351.1,2757380,2758870,-,NWMN_2510,NWMN_2510,glycine betaine aldehyde dehydrogenase
BAF68783.1,290.0417559,1.209748706,0.28031435,4.315685962,1.59E-05,2.94E-04,AP009351.1,2759123,2759686,+,NWMN_2511,NWMN_2511,conserved hypothetical protein
BAF68784.1,149.1980224,0.905120126,0.293940155,3.079266686,0.002075108,1.89E-02,AP009351.1,2759874,2760560,-,NWMN_2512,NWMN_2512,metallo-beta-lactamase superfamily protein
BAF68785.1,198.875702,1.886447508,0.350359333,5.384322126,7.27E-08,2.26E-06,AP009351.1,2760824,2762446,-,NWMN_2513,NWMN_2513,choline transporter
BAF68786.1,454.3208629,-2.166318109,0.238900526,-9.067866627,1.21E-19,1.47E-17,AP009351.1,2762965,2763501,-,nrdG,NWMN_2514,anaerobic ribonucleotide reductase%2C small subunit
BAF68787.1,1621.741901,-2.561756646,0.310517174,-8.249967669,1.58E-16,1.60E-14,AP009351.1,2763498,2765348,-,nrdD,NWMN_2515,anaerobic ribonucleoside-triphosphate reductase
BAF68788.1,25.2752952,-0.408837967,0.354424806,-1.15352526,0.248694856,4.75E-01,AP009351.1,2765595,2766965,-,NWMN_2516,NWMN_2516,conserved hypothetical protein
BAF68789.1,170.4932819,0.199274887,0.293347684,0.679312972,0.496939579,7.01E-01,AP009351.1,2767458,2768063,-,cysG,NWMN_2517,siroheme synthase
BAF68790.1,352.2089512,-0.866801928,0.328203148,-2.641053057,0.008264878,5.35E-02,AP009351.1,2768126,2770006,-,NWMN_2518,NWMN_2518,sulfite reductase flavoprotein
BAF68791.1,33.17136508,0.196788485,0.351759073,0.559441106,0.575860714,7.55E-01,AP009351.1,2770401,2770898,-,NWMN_2519,NWMN_2519,glutathione peroxidase
BAF68792.1,5.856485839,0.872769129,0.678312404,1.286677237,0.19820681,NA,AP009351.1,2770908,2771159,-,NWMN_2520,NWMN_2520,conserved hypothetical protein
BAF68793.1,95.50316969,-0.245449,0.245480224,-0.999872805,0.317372067,5.48E-01,AP009351.1,2772322,2774322,-,NWMN_2521,NWMN_2521,ABC transporter%2C permease protein
BAF68794.1,37.15282038,-0.474073787,0.320723002,-1.478140899,0.139370069,3.48E-01,AP009351.1,2774319,2775074,-,NWMN_2522,NWMN_2522,ABC transporter%2C ATP-binding protein
BAF68795.1,96.53271926,-0.482194717,0.332971411,-1.448156512,0.147573284,3.59E-01,AP009351.1,2775182,2776069,-,NWMN_2523,NWMN_2523,sensor histidine kinase
BAF68796.1,53.03905531,-0.080103627,0.41426864,-0.193361552,0.846675824,9.20E-01,AP009351.1,2776080,2776745,-,NWMN_2524,NWMN_2524,DNA-binding response regulator
BAF68797.1,98.97825289,-0.365096632,0.333317121,-1.095343171,0.273366321,5.03E-01,AP009351.1,2776771,2776971,-,NWMN_2525,NWMN_2525,hypothetical protein
BAF68798.1,29.24062415,-0.101519682,0.359684019,-0.282246853,0.777754235,8.80E-01,AP009351.1,2777169,2778593,+,phoB,NWMN_2526,alkaline phosphatase III precursor
BAF68799.1,586.6476326,0.658771548,0.258868318,2.544813335,0.010933617,6.59E-02,AP009351.1,2778876,2779331,-,NWMN_2527,NWMN_2527,conserved hypothetical protein
BAF68800.1,140.9032129,-0.274960184,0.290476951,-0.946581762,0.343851941,5.73E-01,AP009351.1,2779576,2780337,-,estA,NWMN_2528,tributyrin esterase
BAF68801.1,3266.335241,-0.133495395,0.38453103,-0.347164167,0.728467989,8.54E-01,AP009351.1,2780453,2783194,-,clfB,NWMN_2529,clumping factor B precursor
BAF68802.1,235.6639211,0.138288957,0.224314507,0.616495822,0.537567328,7.30E-01,AP009351.1,2783544,2784248,-,NWMN_2530,NWMN_2530,transcriptional regulator Crp%2FFnr family protein
BAF68803.1,205.0958485,-0.359787747,0.32545834,-1.105480188,0.268951575,4.97E-01,AP009351.1,2784347,2785315,-,arcC,NWMN_2531,carbamate kinase
BAF68804.1,26.9871864,-0.211925142,0.354070896,-0.598538722,0.54948053,7.38E-01,AP009351.1,2785305,2786735,-,arcD,NWMN_2532,arginine%2Fornithine antiporter
BAF68805.1,11.67731145,-0.753749159,0.547546232,-1.376594551,0.168637636,3.86E-01,AP009351.1,2786826,2787836,-,arcB,NWMN_2533,ornithine carbamoyltransferase
BAF68806.1,7.619699411,0.012909431,0.592014546,0.021805936,0.982602759,9.91E-01,AP009351.1,2787869,2789104,-,arcA,NWMN_2534,arginine deiminase
BAF68807.1,12.3064261,0.752303293,0.601180357,1.251377034,0.210796952,4.35E-01,AP009351.1,2789451,2789900,-,argR,NWMN_2535,arginine repressor
BAF68808.1,20.65286473,0.016764599,0.444820766,0.037688436,0.969936096,9.85E-01,AP009351.1,2790267,2791796,-,aur,NWMN_2536,zinc metalloproteinase aureolysin
BAF68809.1,213.0682467,0.41588076,0.329539173,1.262007051,0.206946249,4.32E-01,AP009351.1,2792220,2792747,-,isaB,NWMN_2537,immunodominant antigen B
BAF68810.1,15.47149332,-0.578261217,0.477837051,-1.210164042,0.226215953,4.53E-01,AP009351.1,2793005,2793463,+,NWMN_2538,NWMN_2538,conserved hypothetical protein
BAF68811.1,29.50799561,-0.128667429,0.323735197,-0.397446524,0.691038214,8.31E-01,AP009351.1,2793703,2795577,+,NWMN_2539,NWMN_2539,transcriptional antiterminator BglG family protein
BAF68812.1,783.8745887,-0.051458293,0.205939084,-0.249871425,0.802686782,8.93E-01,AP009351.1,2795654,2797606,+,NWMN_2540,NWMN_2540,PTS system%2C fructose-specific IIABC component
BAF68813.1,395.4365819,-0.545185128,0.276576928,-1.971188021,0.048702374,1.84E-01,AP009351.1,2797620,2798558,+,NWMN_2541,NWMN_2541,mannose-6-phosphate isomerase
BAF68814.1,808.8250667,-0.535923543,0.214031175,-2.503950849,0.012281509,7.13E-02,AP009351.1,2798670,2801657,-,NWMN_2542,NWMN_2542,conserved hypothetical protein
BAF68815.1,814.8100399,-0.808803495,0.201831342,-4.007323564,6.14E-05,9.68E-04,AP009351.1,2801862,2803721,+,NWMN_2543,NWMN_2543,N-acetylmuramoyl-L-alanine amidase domain protein
BAF68816.1,1752.124707,0.443508365,0.339211725,1.307467675,0.191053926,4.12E-01,AP009351.1,2803988,2804548,-,NWMN_2544,NWMN_2544,isochorismatase family protein
BAF68817.1,224.8270967,-0.320080931,0.297031224,-1.077600282,0.281212176,5.11E-01,AP009351.1,2804716,2806623,-,NWMN_2545,NWMN_2545,conserved hypothetical protein
BAF68818.1,260.9639889,-0.064769324,0.196440338,-0.329714991,0.741615325,8.61E-01,AP009351.1,2806865,2808223,-,NWMN_2546,NWMN_2546,conserved hypothetical protein
BAF68819.1,328.6060869,-0.282951878,0.285357752,-0.991568923,0.321407855,5.51E-01,AP009351.1,2808216,2809724,-,NWMN_2547,NWMN_2547,glycosyl transferase%2C group 1 family protein
BAF68820.1,203.7026472,-0.706024674,0.373009804,-1.892777795,0.058387426,2.04E-01,AP009351.1,2809742,2812132,-,NWMN_2548,NWMN_2548,conserved hypothetical protein
BAF68821.1,4.84138832,-0.960552958,0.715536291,-1.342423817,0.179458617,NA,AP009351.1,2812122,2813081,-,NWMN_2549,NWMN_2549,accessory secretory protein Asp3
BAF68822.1,11.39585305,-0.516069786,0.501198363,-1.029671731,0.30316413,5.33E-01,AP009351.1,2813059,2814627,-,NWMN_2550,NWMN_2550,accessory secretory protein Asp2
BAF68823.1,10.79514266,-0.240088572,0.495943436,-0.484104748,0.628311532,7.88E-01,AP009351.1,2814617,2816170,-,NWMN_2551,NWMN_2551,accessory secretory protein Asp1
BAF68824.1,9.569413556,1.05247268,0.518787098,2.028717917,0.04248703,1.69E-01,AP009351.1,2816181,2817392,-,NWMN_2552,NWMN_2552,conserved hypothetical protein
BAF68825.1,218.9958608,-0.152394601,0.303888486,-0.501481982,0.616031955,7.80E-01,AP009351.1,2817522,2824337,-,NWMN_2553,NWMN_2553,conserved hypothetical protein
BAF68826.1,197.5531841,0.241245015,0.297565712,0.810728539,0.41752158,6.38E-01,AP009351.1,2824882,2825574,-,NWMN_2554,NWMN_2554,conserved hypothetical protein
BAF68827.1,8.898750879,0.2554162,0.500549953,0.510271149,0.609861512,7.76E-01,AP009351.1,2825840,2826268,+,NWMN_2555,NWMN_2555,conserved hypothetical protein
BAF68828.1,19.09746607,1.180185516,0.429810326,2.745828673,0.006035827,4.27E-02,AP009351.1,2826255,2826557,+,NWMN_2556,NWMN_2556,conserved hypothetical protein
BAF68829.1,84.19739145,0.192115484,0.442920061,0.433747533,0.664471785,8.15E-01,AP009351.1,2826711,2827070,+,NWMN_2557,NWMN_2557,conserved hypothetical protein
BAF68830.1,73.39315887,-0.417515275,0.420953879,-0.991831399,0.321279778,5.51E-01,AP009351.1,2827155,2827766,-,NWMN_2558,NWMN_2558,conserved hypothetical protein
BAF68831.1,18.13468552,0.073361885,0.515899326,0.14220194,0.8869205,9.42E-01,AP009351.1,2827845,2828321,-,NWMN_2559,NWMN_2559,methionine-S-sulfoxide reductase
BAF68832.1,33.90991568,-0.437752284,0.357146098,-1.225695273,0.22031337,4.47E-01,AP009351.1,2828324,2828824,-,NWMN_2560,NWMN_2560,acetyltransferase%2C GNAT family protein
BAF68833.1,43.12823795,0.213683412,0.309597284,0.690197955,0.490069709,6.96E-01,AP009351.1,2829059,2829826,-,capC,NWMN_2561,capsular polysaccharide biosynthesis protein%2C CapC
BAF68834.1,20.31107985,-0.547316107,0.437008958,-1.25241393,0.210419073,4.34E-01,AP009351.1,2829823,2830515,-,capB,NWMN_2562,capsular polysaccharide biosynthesis protein CapB
BAF68835.1,6.407691802,0.580860186,0.653016888,0.889502548,0.373733055,NA,AP009351.1,2830532,2831194,-,capA,NWMN_2563,capsular polysaccharide biosynthesis protein CapA
BAF68836.1,2116.529295,0.460868697,0.198083543,2.326637992,0.019984541,1.01E-01,AP009351.1,2832043,2832603,-,icaR,NWMN_2564,biofilm synthesis ica operon transcriptional regulator
BAF68837.1,10.41507674,0.143486773,0.491480292,0.291948172,0.770326251,8.78E-01,AP009351.1,2832767,2834005,+,icaA,NWMN_2565,N-glucosaminyltransferase IcaA protein
BAF68838.1,1.524704418,-0.515964113,0.940615703,-0.548538698,0.583322065,NA,AP009351.1,2833969,2834274,+,icaD,NWMN_2566,intercellular adhesion protein IcaD
BAF68839.1,21.0027013,-0.373533014,0.473414783,-0.789018484,0.430101203,6.46E-01,AP009351.1,2834271,2835143,+,icaB,NWMN_2567,intercellular adhesion protein IcaB
BAF68840.1,58.48809468,0.717071231,0.396861191,1.80685652,0.070784653,2.30E-01,AP009351.1,2835130,2836182,+,icaC,NWMN_2568,intercellular adhesion protein IcaC
BAF68841.1,38.67862914,1.528293967,0.359351654,4.252920361,2.11E-05,3.77E-04,AP009351.1,2836573,2838615,-,lip,NWMN_2569,lipase precursor
BAF68842.1,16.16529636,-0.739078707,0.459006968,-1.610168817,0.107361007,2.97E-01,AP009351.1,2839708,2840340,-,hisIE,NWMN_2570,histidine biosynthesis bifunctional protein HisIE
BAF68843.1,20.29003413,-0.87755478,0.420899795,-2.08494941,0.037073893,1.55E-01,AP009351.1,2840337,2841095,-,hisF,NWMN_2571,imidazole glycerol phosphate synthase subunit hisF
BAF68844.1,11.47844661,-0.769106215,0.554466031,-1.387111513,0.165407762,3.82E-01,AP009351.1,2841092,2841796,-,hisA,NWMN_2572,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
BAF68845.1,3.621818119,-0.372988033,0.756659115,-0.492940646,0.622054527,NA,AP009351.1,2841789,2842367,-,hisH,NWMN_2573,imidazole glycerol phosphate synthase%2C subunit H
BAF68846.1,4.306123358,-0.590429026,0.712162245,-0.829065328,0.407067442,NA,AP009351.1,2842364,2842942,-,hisB,NWMN_2574,imidazole glycerol phosphate dehydratase HisB
BAF68847.1,8.009637164,-0.5602856,0.550550591,-1.017682315,0.308828954,5.39E-01,AP009351.1,2842911,2843924,-,hisC,NWMN_2575,histidinol-phosphate aminotransferase
BAF68848.1,8.331716621,-0.460677676,0.57171178,-0.805786572,0.420365922,6.40E-01,AP009351.1,2843940,2845190,-,hisD,NWMN_2576,histidinol dehydrogenase HisD
BAF68849.1,4.291197238,-1.129887962,0.709480562,-1.592556615,0.111259693,NA,AP009351.1,2845183,2845797,-,NWMN_2577,NWMN_2577,ATP phosphoribosyltransferase
BAF68850.1,12.18510209,-1.089792058,0.486978638,-2.237864195,0.025229913,1.20E-01,AP009351.1,2845815,2846633,-,NWMN_2578,NWMN_2578,ATP phosphoribosyltransferase regulatory subunit
BAF68851.1,26.12835367,0.50092094,0.380719438,1.315721999,0.188267368,4.10E-01,AP009351.1,2846938,2848062,-,NWMN_2579,NWMN_2579,conserved hypothetical protein
BAF68852.1,4.897604346,-0.070564697,0.65325419,-0.108020275,0.913979609,NA,AP009351.1,2848180,2848677,-,NWMN_2580,NWMN_2580,conserved hypothetical protein
BAF68853.1,11.44057557,-0.229719223,0.483017192,-0.475592228,0.634364913,7.92E-01,AP009351.1,2848724,2849557,-,NWMN_2581,NWMN_2581,cobalt transport family protein
BAF68854.1,25.00464368,-0.650513872,0.348038677,-1.869085003,0.061610989,2.11E-01,AP009351.1,2849554,2851266,-,NWMN_2582,NWMN_2582,ABC transporter%2C ATP-binding protein
BAF68855.1,11.01707,-1.587176882,0.502405414,-3.15915561,0.00158227,1.52E-02,AP009351.1,2851319,2851873,-,NWMN_2583,NWMN_2583,conserved hypothetical protein
BAF68856.1,21.12086166,-1.552999489,0.441157182,-3.520286082,0.000431082,4.95E-03,AP009351.1,2851902,2852750,-,NWMN_2584,NWMN_2584,conserved hypothetical protein
BAF68857.1,1511.246139,1.179565663,0.471663419,2.50086315,0.012389104,7.18E-02,AP009351.1,2853130,2853645,+,NWMN_2585,NWMN_2585,conserved hypothetical protein
BAF68858.1,90.02438424,0.762450046,0.316618057,2.408106639,0.016035496,8.64E-02,AP009351.1,2853794,2854765,-,drp35,NWMN_2586,Drp35
